행정구역(시군구)별,성별,연령별,인구 (명)
 계양구,계,45 - 49세,25740.5
 계양구,계,50 - 54세,29506.5
 계양구,계,55 - 59세,31127
 계양구,계,60 - 64세,23774.5
 계양구,계,65 - 69세,12874.5
 계양구,계,70 - 74세,8591
 계양구,계,75 - 79세,6550.5
 계양구,계,80세 이상,8070.5
 계양구,계,80 - 84세,4660.5
 계양구,계,85세 이상,3410
 계양구,계,85 - 89세,2366
 계양구,계,90 - 94세,838.5
 계양구,계,95 - 99세,187.5
 계양구,계,100세 이상,18
 계양구,남자,계,148265.5
 계양구,남자,0 - 4세,4180.5
 계양구,남자,5 - 9세,5732.5
 계양구,남자,10 - 14세,6363.5
 계양구,남자,15 - 19세,7883.5
 계양구,남자,20 - 24세,11152
 계양구,남자,25 - 29세,12348.5
 계양구,남자,30 - 34세,9517
 계양구,남자,35 - 39세,10421
 계양구,남자,40 - 44세,10372
 계양구,남자,45 - 49세,12646.5
 계양구,남자,50 - 54세,14111
 계양구,남자,55 - 59세,15441.5
 계양구,남자,60 - 64세,12302.5
 계양구,남자,65 - 69세,6571
 계양구,남자,70 - 74세,4107.5
 계양구,남자,75 - 79세,2645.5
 계양구,남자,80세 이상,2469.5
 계양구,남자,80 - 84세,1597.5
 계양구,남자,85세 이상,872
 계양구,남자,85 - 89세,638
 계양구,남자,90 - 94세,191
 계양구,남자,95 - 99세,40
 계양구,남자,100세 이상,3
 계양구,여자,계,149120
 계양구,여자,0 - 4세,4043
 계양구,여자,5 - 9세,5547
 계양구,여자,10 - 14세,6066.5
 계양구,여자,15 - 19세,7316
 계양구,여자,20 - 24세,10128.5
 계양구,여자,25 - 29세,11284
 계양구,여자,30 - 34세,8757.5
 계양구,여자,35 - 39세,9781
 계양구,여자,40 - 44세,10256.5
 계양구,여자,45 - 49세,13094
 계양구,여자,50 - 54세,15395.5
 계양구,여자,55 - 59세,15685.5
 계양구,여자,60 - 64세,11472
 계양구,여자,65 - 69세,6303.5
 계양구,여자,70 - 74세,4483.5
 계양구,여자,75 - 79세,3905
 계양구,여자,80세 이상,5601
 계양구,여자,80 - 84세,3063
 계양구,여자,85세 이상,2538
 계양구,여자,85 - 89세,1728
 계양구,여자,90 - 94세,647.5
 계양구,여자,95 - 99세,147.5
 계양구,여자,100세 이상,15
 서구,계,계,539670
 서구,계,0 - 4세,22482
 서구,계,5 - 9세,29108
 서구,계,10 - 14세,28073.5
 서구,계,15 - 19세,29089
 서구,계,20 - 24세,34559.5
 서구,계,25 - 29세,38124.5
 서구,계,30 - 34세,35221
 서구,계,35 - 39세,45548
 서구,계,40 - 44세,45743.5
 서구,계,45 - 49세,49239.5
 서구,계,50 - 54세,47657
 서구,계,55 - 59세,44612.5
 서구,계,60 - 64세,34871
 서구,계,65 - 69세,20264.5
 서구,계,70 - 74세,13843.5
 서구,계,75 - 79세,9723
 서구,계,80세 이상,11510
 서구,계,80 - 84세,6550.5
 서구,계,85세 이상,4959.5
 서구,계,85 - 89세,3366.5
 서구,계,90 - 94세,1276
 서구,계,95 - 99세,275.5
 서구,계,100세 이상,41.5
 서구,남자,계,272307
 서구,남자,0 - 4세,11610.5
 서구,남자,5 - 9세,15046.5
 서구,남자,10 - 14세,14346.5
 서구,남자,15 - 19세,14956
 서구,남자,20 - 24세,17865
 서구,남자,25 - 29세,19898
 서구,남자,30 - 34세,17849.5
 서구,남자,35 - 39세,23302
 서구,남자,40 - 44세,23350.5
 서구,남자,45 - 49세,24990.5
 서구,남자,50 - 54세,23870.5
 서구,남자,55 - 59세,22897.5
 서구,남자,60 - 64세,17915.5
 서구,남자,65 - 69세,10115
 서구,남자,70 - 74세,6625
 서구,남자,75 - 79세,4150.5
 서구,남자,80세 이상,3518
 서구,남자,80 - 84세,2297.5
 서구,남자,85세 이상,1220.5
 서구,남자,85 - 89세,915.5
 서구,남자,90 - 94세,248
 서구,남자,95 - 99세,47.5
 서구,남자,100세 이상,9.5
 서구,여자,계,267363
 서구,여자,0 - 4세,10871.5
 서구,여자,5 - 9세,14061.5
 서구,여자,10 - 14세,13727
 서구,여자,15 - 19세,14133
 서구,여자,20 - 24세,16694.5
 서구,여자,25 - 29세,18226.5
 서구,여자,30 - 34세,17371.5
 서구,여자,35 - 39세,22246
 서구,여자,40 - 44세,22393
 서구,여자,45 - 49세,24249
 서구,여자,50 - 54세,23786.5
 서구,여자,55 - 59세,21715
 서구,여자,60 - 64세,16955.5
 서구,여자,65 - 69세,10149.5
 서구,여자,70 - 74세,7218.5
 서구,여자,75 - 79세,5572.5
 서구,여자,80세 이상,7992
 서구,여자,80 - 84세,4253
 서구,여자,85세 이상,3739
 서구,여자,85 - 89세,2451
 서구,여자,90 - 94세,1028
 서구,여자,95 - 99세,228
 서구,여자,100세 이상,32
 강화군,계,계,68662
 강화군,계,0 - 4세,1427
 강화군,계,5 - 9세,1899.5
 강화군,계,10 - 14세,2248
 강화군,계,15 - 19세,2441.5
 강화군,계,20 - 24세,2794.5
 강화군,계,25 - 29세,2667
 강화군,계,30 - 34세,2349.5
 강화군,계,35 - 39세,3002.5
 강화군,계,40 - 44세,3371
 강화군,계,45 - 49세,4400.5
 강화군,계,50 - 54세,5221.5
 강화군,계,55 - 59세,6818
 강화군,계,60 - 64세,7794.5
 강화군,계,65 - 69세,5945.5
 강화군,계,70 - 74세,5375.5
 강화군,계,75 - 79세,4624
 강화군,계,80세 이상,6282
 강화군,계,80 - 84세,3547.5
 강화군,계,85세 이상,2734.5
 강화군,계,85 - 89세,1944
 강화군,계,90 - 94세,613
 강화군,계,95 - 99세,161
 강화군,계,100세 이상,16.5
 강화군,남자,계,34389.5
 강화군,남자,0 - 4세,744
 강화군,남자,5 - 9세,987.5
 강화군,남자,10 - 14세,1161.5
 강화군,남자,15 - 19세,1250.5
 강화군,남자,20 - 24세,1584.5
 강화군,남자,25 - 29세,1550.5
 강화군,남자,30 - 34세,1268.5
 강화군,남자,35 - 39세,1554
 강화군,남자,40 - 44세,1791.5
 강화군,남자,45 - 49세,2441.5
 강화군,남자,50 - 54세,2720
 강화군,남자,55 - 59세,3431.5
 강화군,남자,60 - 64세,3898.5
 강화군,남자,65 - 69세,2958
 강화군,남자,70 - 74세,2623.5
 강화군,남자,75 - 79세,2072
 강화군,남자,80세 이상,2352
 강화군,남자,80 - 84세,1492.5
 강화군,남자,85세 이상,859.5
 강화군,남자,85 - 89세,666
 강화군,남자,90 - 94세,146
 강화군,남자,95 - 99세,43.5
 강화군,남자,100세 이상,4
 강화군,여자,계,34272.5
 강화군,여자,0 - 4세,683
 강화군,여자,5 - 9세,912
 강화군,여자,10 - 14세,1086.5
 강화군,여자,15 - 19세,1191
 강화군,여자,20 - 24세,1210
 강화군,여자,25 - 29세,1116.5
 강화군,여자,30 - 34세,1081
 강화군,여자,35 - 39세,1448.5
 강화군,여자,40 - 44세,1579.5
 강화군,여자,45 - 49세,1959
 강화군,여자,50 - 54세,2501.5
 강화군,여자,55 - 59세,3386.5
 강화군,여자,60 - 64세,3896
 강화군,여자,65 - 69세,2987.5
 강화군,여자,70 - 74세,2752
 강화군,여자,75 - 79세,2552
 강화군,여자,80세 이상,3930
 강화군,여자,80 - 84세,2055
 강화군,여자,85세 이상,1875
 강화군,여자,85 - 89세,1278
 강화군,여자,90 - 94세,467
 강화군,여자,95 - 99세,117.5
 강화군,여자,100세 이상,12.5
 옹진군,계,계,20366.5
 옹진군,계,0 - 4세,459.5
 옹진군,계,5 - 9세,521
 옹진군,계,10 - 14세,521
 옹진군,계,15 - 19세,611
 옹진군,계,20 - 24세,1413.5
 옹진군,계,25 - 29세,1312
 옹진군,계,30 - 34세,942.5
 옹진군,계,35 - 39세,998
 옹진군,계,40 - 44세,1128
 옹진군,계,45 - 49세,1300
 옹진군,계,50 - 54세,1499.5
 옹진군,계,55 - 59세,2132
 옹진군,계,60 - 64세,2238
 옹진군,계,65 - 69세,1608
 옹진군,계,70 - 74세,1353.5
 옹진군,계,75 - 79세,962
 옹진군,계,80세 이상,1367
 옹진군,계,80 - 84세,707
 옹진군,계,85세 이상,660
 옹진군,계,85 - 89세,415
 옹진군,계,90 - 94세,174.5
 옹진군,계,95 - 99세,60.5
 옹진군,계,100세 이상,10
 옹진군,남자,계,11566.5
 옹진군,남자,0 - 4세,243.5
 옹진군,남자,5 - 9세,259
 옹진군,남자,10 - 14세,265
 옹진군,남자,15 - 19세,345
 옹진군,남자,20 - 24세,1062.5
 옹진군,남자,25 - 29세,922
 옹진군,남자,30 - 34세,619
 옹진군,남자,35 - 39세,590
 옹진군,남자,40 - 44세,700
 옹진군,남자,45 - 49세,838
 옹진군,남자,50 - 54세,888
 옹진군,남자,55 - 59세,1195
 옹진군,남자,60 - 64세,1201
 옹진군,남자,65 - 69세,855
 옹진군,남자,70 - 74세,684.5
 옹진군,남자,75 - 79세,447.5
 옹진군,남자,80세 이상,451.5
 옹진군,남자,80 - 84세,271.5
 옹진군,남자,85세 이상,180
 옹진군,남자,85 - 89세,126.5
 옹진군,남자,90 - 94세,39
 옹진군,남자,95 - 99세,11.5
 옹진군,남자,100세 이상,3
 옹진군,여자,계,8800
 옹진군,여자,0 - 4세,216
 옹진군,여자,5 - 9세,262
 옹진군,여자,10 - 14세,256
 옹진군,여자,15 - 19세,266
 옹진군,여자,20 - 24세,351
 옹진군,여자,25 - 29세,390
 옹진군,여자,30 - 34세,323.5
 옹진군,여자,35 - 39세,408
 옹진군,여자,40 - 44세,428
 옹진군,여자,45 - 49세,462
 옹진군,여자,50 - 54세,611.5
 옹진군,여자,55 - 59세,937
 옹진군,여자,60 - 64세,1037
 옹진군,여자,65 - 69세,753
 옹진군,여자,70 - 74세,669
 옹진군,여자,75 - 79세,514.5
 옹진군,여자,80세 이상,915.5
 옹진군,여자,80 - 84세,435.5
 옹진군,여자,85세 이상,480
 옹진군,여자,85 - 89세,288.5
 옹진군,여자,90 - 94세,135.5
 옹진군,여자,95 - 99세,49
 옹진군,여자,100세 이상,7
광주광역시,계,계,1444467
광주광역시,계,0 - 4세,51345.5
광주광역시,계,5 - 9세,71729.5
광주광역시,계,10 - 14세,74754.5
광주광역시,계,15 - 19세,85870
광주광역시,계,20 - 24세,107832
광주광역시,계,25 - 29세,100019.5
광주광역시,계,30 - 34세,82124.5
광주광역시,계,35 - 39세,106112.5
광주광역시,계,40 - 44세,112839
광주광역시,계,45 - 49세,127905.5
광주광역시,계,50 - 54세,122130
광주광역시,계,55 - 59세,109249
광주광역시,계,60 - 64세,93874
광주광역시,계,65 - 69세,63326.5
광주광역시,계,70 - 74세,51926.5
광주광역시,계,75 - 79세,39508.5
광주광역시,계,80세 이상,43920
광주광역시,계,80 - 84세,25730.5
광주광역시,계,85세 이상,18189.5
광주광역시,계,85 - 89세,12602.5
광주광역시,계,90 - 94세,4483
광주광역시,계,95 - 99세,959
광주광역시,계,100세 이상,145
광주광역시,남자,계,714506.5
광주광역시,남자,0 - 4세,26275
광주광역시,남자,5 - 9세,36995
광주광역시,남자,10 - 14세,38657
광주광역시,남자,15 - 19세,44682.5
광주광역시,남자,20 - 24세,56202.5
광주광역시,남자,25 - 29세,52347
광주광역시,남자,30 - 34세,42102.5
광주광역시,남자,35 - 39세,53550
광주광역시,남자,40 - 44세,55969
광주광역시,남자,45 - 49세,63407.5
광주광역시,남자,50 - 54세,60573.5
광주광역시,남자,55 - 59세,53851.5
광주광역시,남자,60 - 64세,45268
광주광역시,남자,65 - 69세,29654.5
광주광역시,남자,70 - 74세,23547
광주광역시,남자,75 - 79세,16878.5
광주광역시,남자,80세 이상,14545.5
광주광역시,남자,80 - 84세,9661
광주광역시,남자,85세 이상,4884.5
광주광역시,남자,85 - 89세,3718
광주광역시,남자,90 - 94세,1006
광주광역시,남자,95 - 99세,149.5
광주광역시,남자,100세 이상,11
광주광역시,여자,계,729960.5
광주광역시,여자,0 - 4세,25070.5
광주광역시,여자,5 - 9세,34734.5
광주광역시,여자,10 - 14세,36097.5
광주광역시,여자,15 - 19세,41187.5
광주광역시,여자,20 - 24세,51629.5
광주광역시,여자,25 - 29세,47672.5
광주광역시,여자,30 - 34세,40022
광주광역시,여자,35 - 39세,52562.5
광주광역시,여자,40 - 44세,56870
광주광역시,여자,45 - 49세,64498
광주광역시,여자,50 - 54세,61556.5
광주광역시,여자,55 - 59세,55397.5
광주광역시,여자,60 - 64세,48606
광주광역시,여자,65 - 69세,33672
광주광역시,여자,70 - 74세,28379.5
광주광역시,여자,75 - 79세,22630
광주광역시,여자,80세 이상,29374.5
광주광역시,여자,80 - 84세,16069.5
광주광역시,여자,85세 이상,13305
광주광역시,여자,85 - 89세,8884.5
광주광역시,여자,90 - 94세,3477
광주광역시,여자,95 - 99세,809.5
광주광역시,여자,100세 이상,134
 동구,계,계,99138
 동구,계,0 - 4세,3247
 동구,계,5 - 9세,3646.5
 동구,계,10 - 14세,3163
 동구,계,15 - 19세,4221
 동구,계,20 - 24세,7092.5
 동구,계,25 - 29세,7180
 동구,계,30 - 34세,6022
 동구,계,35 - 39세,6810.5
 동구,계,40 - 44세,6369
 동구,계,45 - 49세,7100
 동구,계,50 - 54세,7384
 동구,계,55 - 59세,7752.5
 동구,계,60 - 64세,7944
 동구,계,65 - 69세,6120.5
 동구,계,70 - 74세,5477
 동구,계,75 - 79세,4559
 동구,계,80세 이상,5049.5
 동구,계,80 - 84세,3041
 동구,계,85세 이상,2008.5
 동구,계,85 - 89세,1398.5
 동구,계,90 - 94세,484.5
 동구,계,95 - 99세,113.5
 동구,계,100세 이상,12
 동구,남자,계,49085
 동구,남자,0 - 4세,1691
 동구,남자,5 - 9세,1883
 동구,남자,10 - 14세,1636
 동구,남자,15 - 19세,2211
 동구,남자,20 - 24세,3639.5
 동구,남자,25 - 29세,3684
 동구,남자,30 - 34세,3098
 동구,남자,35 - 39세,3610.5
 동구,남자,40 - 44세,3414
 동구,남자,45 - 49세,3655
 동구,남자,50 - 54세,3705
 동구,남자,55 - 59세,3732.5
 동구,남자,60 - 64세,3847
 동구,남자,65 - 69세,2816.5
 동구,남자,70 - 74세,2406.5
 동구,남자,75 - 79세,2041
 동구,남자,80세 이상,2014.5
 동구,남자,80 - 84세,1327.5
 동구,남자,85세 이상,687
 동구,남자,85 - 89세,520.5
 동구,남자,90 - 94세,142
 동구,남자,95 - 99세,21.5
 동구,남자,100세 이상,3
 동구,여자,계,50053
 동구,여자,0 - 4세,1556
 동구,여자,5 - 9세,1763.5
 동구,여자,10 - 14세,1527
 동구,여자,15 - 19세,2010
 동구,여자,20 - 24세,3453
 동구,여자,25 - 29세,3496
 동구,여자,30 - 34세,2924
 동구,여자,35 - 39세,3200
 동구,여자,40 - 44세,2955
 동구,여자,45 - 49세,3445
 동구,여자,50 - 54세,3679
 동구,여자,55 - 59세,4020
 동구,여자,60 - 64세,4097
 동구,여자,65 - 69세,3304
 동구,여자,70 - 74세,3070.5
 동구,여자,75 - 79세,2518
 동구,여자,80세 이상,3035
 동구,여자,80 - 84세,1713.5
 동구,여자,85세 이상,1321.5
 동구,여자,85 - 89세,878
 동구,여자,90 - 94세,342.5
 동구,여자,95 - 99세,92
 동구,여자,100세 이상,9
 서구,계,계,297084
 서구,계,0 - 4세,9259
 서구,계,5 - 9세,13348
 서구,계,10 - 14세,14632
 서구,계,15 - 19세,17956
 서구,계,20 - 24세,23304.5
 서구,계,25 - 29세,21902
 서구,계,30 - 34세,16812.5
 서구,계,35 - 39세,20708
 서구,계,40 - 44세,22454
 서구,계,45 - 49세,26769.5
 서구,계,50 - 54세,26194.5
 서구,계,55 - 59세,22968
 서구,계,60 - 64세,19720
 서구,계,65 - 69세,13328
 서구,계,70 - 74세,10743.5
 서구,계,75 - 79세,8064
 서구,계,80세 이상,8920.5
 서구,계,80 - 84세,5190
 서구,계,85세 이상,3730.5
 서구,계,85 - 89세,2554.5
 서구,계,90 - 94세,930
 서구,계,95 - 99세,208
 서구,계,100세 이상,38
 서구,남자,계,145639
 서구,남자,0 - 4세,4788
 서구,남자,5 - 9세,6961.5
 서구,남자,10 - 14세,7637.5
 서구,남자,15 - 19세,9449.5
 서구,남자,20 - 24세,12053
 서구,남자,25 - 29세,11197
 서구,남자,30 - 34세,8623
 서구,남자,35 - 39세,10256.5
 서구,남자,40 - 44세,10806.5
 서구,남자,45 - 49세,12882
 서구,남자,50 - 54세,12893.5
 서구,남자,55 - 59세,11149
 서구,남자,60 - 64세,9340.5
 서구,남자,65 - 69세,6235.5
 서구,남자,70 - 74세,4873
 서구,남자,75 - 79세,3500
 서구,남자,80세 이상,2993
 서구,남자,80 - 84세,1974.5
 서구,남자,85세 이상,1018.5
 서구,남자,85 - 89세,767.5
 서구,남자,90 - 94세,223.5
 서구,남자,95 - 99세,24
 서구,남자,100세 이상,3.5
 서구,여자,계,151445
 서구,여자,0 - 4세,4471
 서구,여자,5 - 9세,6386.5
 서구,여자,10 - 14세,6994.5
 서구,여자,15 - 19세,8506.5
 서구,여자,20 - 24세,11251.5
 서구,여자,25 - 29세,10705
 서구,여자,30 - 34세,8189.5
 서구,여자,35 - 39세,10451.5
 서구,여자,40 - 44세,11647.5
 서구,여자,45 - 49세,13887.5
 서구,여자,50 - 54세,13301
 서구,여자,55 - 59세,11819
 서구,여자,60 - 64세,10379.5
 서구,여자,65 - 69세,7092.5
 서구,여자,70 - 74세,5870.5
 서구,여자,75 - 79세,4564
 서구,여자,80세 이상,5927.5
 서구,여자,80 - 84세,3215.5
 서구,여자,85세 이상,2712
 서구,여자,85 - 89세,1787
 서구,여자,90 - 94세,706.5
 서구,여자,95 - 99세,184
 서구,여자,100세 이상,34.5
 남구,계,계,214844.5
 남구,계,0 - 4세,7013.5
 남구,계,5 - 9세,10763
 남구,계,10 - 14세,11077.5
 남구,계,15 - 19세,12123.5
 남구,계,20 - 24세,14845.5
 남구,계,25 - 29세,13424.5
 남구,계,30 - 34세,10964
 남구,계,35 - 39세,15211
 남구,계,40 - 44세,16243
 남구,계,45 - 49세,17694
 남구,계,50 - 54세,16815.5
 남구,계,55 - 59세,16257
 남구,계,60 - 64세,15853
 남구,계,65 - 69세,11416.5
 남구,계,70 - 74세,9742
 남구,계,75 - 79세,7334.5
 남구,계,80세 이상,8066.5
 남구,계,80 - 84세,4700.5
 남구,계,85세 이상,3366
 남구,계,85 - 89세,2312
 남구,계,90 - 94세,857.5
 남구,계,95 - 99세,172.5
 남구,계,100세 이상,24
 남구,남자,계,103448
 남구,남자,0 - 4세,3598.5
 남구,남자,5 - 9세,5491
 남구,남자,10 - 14세,5548.5
 남구,남자,15 - 19세,6102.5
 남구,남자,20 - 24세,7611
 남구,남자,25 - 29세,6952.5
 남구,남자,30 - 34세,5534
 남구,남자,35 - 39세,7413.5
 남구,남자,40 - 44세,8022.5
 남구,남자,45 - 49세,8655.5
 남구,남자,50 - 54세,8069.5
 남구,남자,55 - 59세,7528.5
 남구,남자,60 - 64세,7328
 남구,남자,65 - 69세,5206
 남구,남자,70 - 74세,4398.5
 남구,남자,75 - 79세,3241
 남구,남자,80세 이상,2747
 남구,남자,80 - 84세,1814.5
 남구,남자,85세 이상,932.5
 남구,남자,85 - 89세,706
 남구,남자,90 - 94세,188.5
 남구,남자,95 - 99세,37
 남구,남자,100세 이상,1
 남구,여자,계,111396.5
 남구,여자,0 - 4세,3415
 남구,여자,5 - 9세,5272
 남구,여자,10 - 14세,5529
 남구,여자,15 - 19세,6021
 남구,여자,20 - 24세,7234.5
 남구,여자,25 - 29세,6472
 남구,여자,30 - 34세,5430
 남구,여자,35 - 39세,7797.5
 남구,여자,40 - 44세,8220.5
 남구,여자,45 - 49세,9038.5
 남구,여자,50 - 54세,8746
 남구,여자,55 - 59세,8728.5
 남구,여자,60 - 64세,8525
 남구,여자,65 - 69세,6210.5
 남구,여자,70 - 74세,5343.5
 남구,여자,75 - 79세,4093.5
 남구,여자,80세 이상,5319.5
 남구,여자,80 - 84세,2886
 남구,여자,85세 이상,2433.5
 남구,여자,85 - 89세,1606
 남구,여자,90 - 94세,669
 남구,여자,95 - 99세,135.5
 남구,여자,100세 이상,23
 북구,계,계,429591
 북구,계,0 - 4세,14875
 북구,계,5 - 9세,19481
 북구,계,10 - 14세,20039.5
 북구,계,15 - 19세,24042.5
 북구,계,20 - 24세,31675
 북구,계,25 - 29세,30760
 북구,계,30 - 34세,25295
 북구,계,35 - 39세,30902
 북구,계,40 - 44세,31337.5
 북구,계,45 - 49세,36113
 북구,계,50 - 54세,36649.5
 북구,계,55 - 59세,35031.5
 북구,계,60 - 64세,30654.5
 북구,계,65 - 69세,20671.5
 북구,계,70 - 74세,16504.5
 북구,계,75 - 79세,12262.5
 북구,계,80세 이상,13296.5
 북구,계,80 - 84세,7811
 북구,계,85세 이상,5485.5
 북구,계,85 - 89세,3839.5
 북구,계,90 - 94세,1327
 북구,계,95 - 99세,276.5
 북구,계,100세 이상,42.5
 북구,남자,계,213093.5
 북구,남자,0 - 4세,7549.5
 북구,남자,5 - 9세,10020
 북구,남자,10 - 14세,10610.5
 북구,남자,15 - 19세,12677
 북구,남자,20 - 24세,16564.5
 북구,남자,25 - 29세,16337.5
 북구,남자,30 - 34세,13049
 북구,남자,35 - 39세,16014
 북구,남자,40 - 44세,15825
 북구,남자,45 - 49세,17883.5
 북구,남자,50 - 54세,17963.5
 북구,남자,55 - 59세,16931
 북구,남자,60 - 64세,14693.5
 북구,남자,65 - 69세,9772
 북구,남자,70 - 74세,7580
 북구,남자,75 - 79세,5224
 북구,남자,80세 이상,4399
 북구,남자,80 - 84세,2951
 북구,남자,85세 이상,1448
 북구,남자,85 - 89세,1121
 북구,남자,90 - 94세,283.5
 북구,남자,95 - 99세,41
 북구,남자,100세 이상,2.5
 북구,여자,계,216497.5
 북구,여자,0 - 4세,7325.5
 북구,여자,5 - 9세,9461
 북구,여자,10 - 14세,9429
 북구,여자,15 - 19세,11365.5
 북구,여자,20 - 24세,15110.5
 북구,여자,25 - 29세,14422.5
 북구,여자,30 - 34세,12246
 북구,여자,35 - 39세,14888
 북구,여자,40 - 44세,15512.5
 북구,여자,45 - 49세,18229.5
 북구,여자,50 - 54세,18686
 북구,여자,55 - 59세,18100.5
 북구,여자,60 - 64세,15961
 북구,여자,65 - 69세,10899.5
 북구,여자,70 - 74세,8924.5
 북구,여자,75 - 79세,7038.5
 북구,여자,80세 이상,8897.5
 북구,여자,80 - 84세,4860
 북구,여자,85세 이상,4037.5
 북구,여자,85 - 89세,2718.5
 북구,여자,90 - 94세,1043.5
 북구,여자,95 - 99세,235.5
 북구,여자,100세 이상,40
 광산구,계,계,403809.5
 광산구,계,0 - 4세,16951
 광산구,계,5 - 9세,24491
 광산구,계,10 - 14세,25842.5
 광산구,계,15 - 19세,27527
 광산구,계,20 - 24세,30914.5
 광산구,계,25 - 29세,26753
 광산구,계,30 - 34세,23031
 광산구,계,35 - 39세,32481
 광산구,계,40 - 44세,36435.5
 광산구,계,45 - 49세,40229
 광산구,계,50 - 54세,35086.5
 광산구,계,55 - 59세,27240
 광산구,계,60 - 64세,19702.5
 광산구,계,65 - 69세,11790
 광산구,계,70 - 74세,9459.5
 광산구,계,75 - 79세,7288.5
 광산구,계,80세 이상,8587
 광산구,계,80 - 84세,4988
 광산구,계,85세 이상,3599
 광산구,계,85 - 89세,2498
 광산구,계,90 - 94세,884
 광산구,계,95 - 99세,188.5
 광산구,계,100세 이상,28.5
 광산구,남자,계,203241
 광산구,남자,0 - 4세,8648
 광산구,남자,5 - 9세,12639.5
 광산구,남자,10 - 14세,13224.5
 광산구,남자,15 - 19세,14242.5
 광산구,남자,20 - 24세,16334.5
 광산구,남자,25 - 29세,14176
 광산구,남자,30 - 34세,11798.5
 광산구,남자,35 - 39세,16255.5
 광산구,남자,40 - 44세,17901
 광산구,남자,45 - 49세,20331.5
 광산구,남자,50 - 54세,17942
 광산구,남자,55 - 59세,14510.5
 광산구,남자,60 - 64세,10059
 광산구,남자,65 - 69세,5624.5
 광산구,남자,70 - 74세,4289
 광산구,남자,75 - 79세,2872.5
 광산구,남자,80세 이상,2392
 광산구,남자,80 - 84세,1593.5
 광산구,남자,85세 이상,798.5
 광산구,남자,85 - 89세,603
 광산구,남자,90 - 94세,168.5
 광산구,남자,95 - 99세,26
 광산구,남자,100세 이상,1
 광산구,여자,계,200568.5
 광산구,여자,0 - 4세,8303
 광산구,여자,5 - 9세,11851.5
 광산구,여자,10 - 14세,12618
 광산구,여자,15 - 19세,13284.5
 광산구,여자,20 - 24세,14580
 광산구,여자,25 - 29세,12577
 광산구,여자,30 - 34세,11232.5
 광산구,여자,35 - 39세,16225.5
 광산구,여자,40 - 44세,18534.5
 광산구,여자,45 - 49세,19897.5
 광산구,여자,50 - 54세,17144.5
 광산구,여자,55 - 59세,12729.5
 광산구,여자,60 - 64세,9643.5
 광산구,여자,65 - 69세,6165.5
 광산구,여자,70 - 74세,5170.5
 광산구,여자,75 - 79세,4416
 광산구,여자,80세 이상,6195
 광산구,여자,80 - 84세,3394.5
 광산구,여자,85세 이상,2800.5
 광산구,여자,85 - 89세,1895
 광산구,여자,90 - 94세,715.5
 광산구,여자,95 - 99세,162.5
 광산구,여자,100세 이상,27.5
대전광역시,계,계,1459158.5
대전광역시,계,0 - 4세,50545.5
대전광역시,계,5 - 9세,67586.5
대전광역시,계,10 - 14세,69886
대전광역시,계,15 - 19세,79725
대전광역시,계,20 - 24세,104730
대전광역시,계,25 - 29세,107026.5
대전광역시,계,30 - 34세,90533.5
대전광역시,계,35 - 39세,105352
대전광역시,계,40 - 44세,110002
대전광역시,계,45 - 49세,127585
대전광역시,계,50 - 54세,124261
대전광역시,계,55 - 59세,115988
대전광역시,계,60 - 64세,103048
대전광역시,계,65 - 69세,69134
대전광역시,계,70 - 74세,49983.5
대전광역시,계,75 - 79세,38834
대전광역시,계,80세 이상,44938
대전광역시,계,80 - 84세,26253.5
대전광역시,계,85세 이상,18684.5
대전광역시,계,85 - 89세,13139
대전광역시,계,90 - 94세,4458
대전광역시,계,95 - 99세,958.5
대전광역시,계,100세 이상,129
대전광역시,남자,계,727837
대전광역시,남자,0 - 4세,25940.5
대전광역시,남자,5 - 9세,34741.5
대전광역시,남자,10 - 14세,36035.5
대전광역시,남자,15 - 19세,41474.5
대전광역시,남자,20 - 24세,54106
대전광역시,남자,25 - 29세,57192.5
대전광역시,남자,30 - 34세,48165.5
대전광역시,남자,35 - 39세,53499.5
대전광역시,남자,40 - 44세,54588.5
대전광역시,남자,45 - 49세,63714
대전광역시,남자,50 - 54세,61830
대전광역시,남자,55 - 59세,57429
대전광역시,남자,60 - 64세,50367.5
대전광역시,남자,65 - 69세,33319.5
대전광역시,남자,70 - 74세,23468
대전광역시,남자,75 - 79세,16743.5
대전광역시,남자,80세 이상,15221.5
대전광역시,남자,80 - 84세,9948.5
대전광역시,남자,85세 이상,5273
대전광역시,남자,85 - 89세,4026.5
대전광역시,남자,90 - 94세,1047
대전광역시,남자,95 - 99세,179
대전광역시,남자,100세 이상,20.5
대전광역시,여자,계,731321.5
대전광역시,여자,0 - 4세,24605
대전광역시,여자,5 - 9세,32845
대전광역시,여자,10 - 14세,33850.5
대전광역시,여자,15 - 19세,38250.5
대전광역시,여자,20 - 24세,50624
대전광역시,여자,25 - 29세,49834
대전광역시,여자,30 - 34세,42368
대전광역시,여자,35 - 39세,51852.5
대전광역시,여자,40 - 44세,55413.5
대전광역시,여자,45 - 49세,63871
대전광역시,여자,50 - 54세,62431
대전광역시,여자,55 - 59세,58559
대전광역시,여자,60 - 64세,52680.5
대전광역시,여자,65 - 69세,35814.5
대전광역시,여자,70 - 74세,26515.5
대전광역시,여자,75 - 79세,22090.5
대전광역시,여자,80세 이상,29716.5
대전광역시,여자,80 - 84세,16305
대전광역시,여자,85세 이상,13411.5
