행정구역(시군구)별,성별,연령별,인구 (명)
 고양시,여자,65 - 69세,21505
 고양시,여자,70 - 74세,18115.5
 고양시,여자,75 - 79세,16611.5
 고양시,여자,80세 이상,23547
 고양시,여자,80 - 84세,13138
 고양시,여자,85세 이상,10409
 고양시,여자,85 - 89세,7038.5
 고양시,여자,90 - 94세,2714.5
 고양시,여자,95 - 99세,563.5
 고양시,여자,100세 이상,92.5
 덕양구,계,계,467050.5
 덕양구,계,0 - 4세,17294
 덕양구,계,5 - 9세,21399
 덕양구,계,10 - 14세,19932
 덕양구,계,15 - 19세,21977.5
 덕양구,계,20 - 24세,29405.5
 덕양구,계,25 - 29세,32799.5
 덕양구,계,30 - 34세,30175.5
 덕양구,계,35 - 39세,36429
 덕양구,계,40 - 44세,36182.5
 덕양구,계,45 - 49세,41570.5
 덕양구,계,50 - 54세,41131
 덕양구,계,55 - 59세,39721
 덕양구,계,60 - 64세,32751.5
 덕양구,계,65 - 69세,20602
 덕양구,계,70 - 74세,16034.5
 덕양구,계,75 - 79세,13527.5
 덕양구,계,80세 이상,16118
 덕양구,계,80 - 84세,9679
 덕양구,계,85세 이상,6439
 덕양구,계,85 - 89세,4521.5
 덕양구,계,90 - 94세,1548.5
 덕양구,계,95 - 99세,315.5
 덕양구,계,100세 이상,53.5
 덕양구,남자,계,231009.5
 덕양구,남자,0 - 4세,8763
 덕양구,남자,5 - 9세,10966
 덕양구,남자,10 - 14세,10159.5
 덕양구,남자,15 - 19세,11301.5
 덕양구,남자,20 - 24세,15312.5
 덕양구,남자,25 - 29세,16859
 덕양구,남자,30 - 34세,15188
 덕양구,남자,35 - 39세,18438.5
 덕양구,남자,40 - 44세,18229.5
 덕양구,남자,45 - 49세,20779.5
 덕양구,남자,50 - 54세,20235
 덕양구,남자,55 - 59세,19984.5
 덕양구,남자,60 - 64세,16468.5
 덕양구,남자,65 - 69세,9974.5
 덕양구,남자,70 - 74세,7154
 덕양구,남자,75 - 79세,5576
 덕양구,남자,80세 이상,5620
 덕양구,남자,80 - 84세,3694.5
 덕양구,남자,85세 이상,1925.5
 덕양구,남자,85 - 89세,1469
 덕양구,남자,90 - 94세,376.5
 덕양구,남자,95 - 99세,72.5
 덕양구,남자,100세 이상,7.5
 덕양구,여자,계,236041
 덕양구,여자,0 - 4세,8531
 덕양구,여자,5 - 9세,10433
 덕양구,여자,10 - 14세,9772.5
 덕양구,여자,15 - 19세,10676
 덕양구,여자,20 - 24세,14093
 덕양구,여자,25 - 29세,15940.5
 덕양구,여자,30 - 34세,14987.5
 덕양구,여자,35 - 39세,17990.5
 덕양구,여자,40 - 44세,17953
 덕양구,여자,45 - 49세,20791
 덕양구,여자,50 - 54세,20896
 덕양구,여자,55 - 59세,19736.5
 덕양구,여자,60 - 64세,16283
 덕양구,여자,65 - 69세,10627.5
 덕양구,여자,70 - 74세,8880.5
 덕양구,여자,75 - 79세,7951.5
 덕양구,여자,80세 이상,10498
 덕양구,여자,80 - 84세,5984.5
 덕양구,여자,85세 이상,4513.5
 덕양구,여자,85 - 89세,3052.5
 덕양구,여자,90 - 94세,1172
 덕양구,여자,95 - 99세,243
 덕양구,여자,100세 이상,46
 일산동구,계,계,295459.5
 일산동구,계,0 - 4세,8855
 일산동구,계,5 - 9세,12467.5
 일산동구,계,10 - 14세,13696.5
 일산동구,계,15 - 19세,16424.5
 일산동구,계,20 - 24세,21357
 일산동구,계,25 - 29세,23114
 일산동구,계,30 - 34세,18051.5
 일산동구,계,35 - 39세,20058
 일산동구,계,40 - 44세,22344.5
 일산동구,계,45 - 49세,29026.5
 일산동구,계,50 - 54세,28479.5
 일산동구,계,55 - 59세,25931.5
 일산동구,계,60 - 64세,19680.5
 일산동구,계,65 - 69세,10957.5
 일산동구,계,70 - 74세,8122.5
 일산동구,계,75 - 79세,7123.5
 일산동구,계,80세 이상,9769.5
 일산동구,계,80 - 84세,5489
 일산동구,계,85세 이상,4280.5
 일산동구,계,85 - 89세,2955.5
 일산동구,계,90 - 94세,1054.5
 일산동구,계,95 - 99세,240.5
 일산동구,계,100세 이상,30
 일산동구,남자,계,143740.5
 일산동구,남자,0 - 4세,4536
 일산동구,남자,5 - 9세,6373
 일산동구,남자,10 - 14세,7100.5
 일산동구,남자,15 - 19세,8484
 일산동구,남자,20 - 24세,10856
 일산동구,남자,25 - 29세,11575.5
 일산동구,남자,30 - 34세,8856.5
 일산동구,남자,35 - 39세,9648.5
 일산동구,남자,40 - 44세,10597
 일산동구,남자,45 - 49세,13684
 일산동구,남자,50 - 54세,13738
 일산동구,남자,55 - 59세,12908.5
 일산동구,남자,60 - 64세,10045
 일산동구,남자,65 - 69세,5486.5
 일산동구,남자,70 - 74세,3565
 일산동구,남자,75 - 79세,2927
 일산동구,남자,80세 이상,3359.5
 일산동구,남자,80 - 84세,2066
 일산동구,남자,85세 이상,1293.5
 일산동구,남자,85 - 89세,959
 일산동구,남자,90 - 94세,263
 일산동구,남자,95 - 99세,64.5
 일산동구,남자,100세 이상,7
 일산동구,여자,계,151719
 일산동구,여자,0 - 4세,4319
 일산동구,여자,5 - 9세,6094.5
 일산동구,여자,10 - 14세,6596
 일산동구,여자,15 - 19세,7940.5
 일산동구,여자,20 - 24세,10501
 일산동구,여자,25 - 29세,11538.5
 일산동구,여자,30 - 34세,9195
 일산동구,여자,35 - 39세,10409.5
 일산동구,여자,40 - 44세,11747.5
 일산동구,여자,45 - 49세,15342.5
 일산동구,여자,50 - 54세,14741.5
 일산동구,여자,55 - 59세,13023
 일산동구,여자,60 - 64세,9635.5
 일산동구,여자,65 - 69세,5471
 일산동구,여자,70 - 74세,4557.5
 일산동구,여자,75 - 79세,4196.5
 일산동구,여자,80세 이상,6410
 일산동구,여자,80 - 84세,3423
 일산동구,여자,85세 이상,2987
 일산동구,여자,85 - 89세,1996.5
 일산동구,여자,90 - 94세,791.5
 일산동구,여자,95 - 99세,176
 일산동구,여자,100세 이상,23
 일산서구,계,계,299967
 일산서구,계,0 - 4세,9594.5
 일산서구,계,5 - 9세,13769
 일산서구,계,10 - 14세,15882.5
 일산서구,계,15 - 19세,18728
 일산서구,계,20 - 24세,21834.5
 일산서구,계,25 - 29세,20847.5
 일산서구,계,30 - 34세,16521
 일산서구,계,35 - 39세,19825.5
 일산서구,계,40 - 44세,22575.5
 일산서구,계,45 - 49세,30275
 일산서구,계,50 - 54세,29351
 일산서구,계,55 - 59세,25482.5
 일산서구,계,60 - 64세,18966
 일산서구,계,65 - 69세,10487.5
 일산서구,계,70 - 74세,8237.5
 일산서구,계,75 - 79세,7410.5
 일산서구,계,80세 이상,10179
 일산서구,계,80 - 84세,5903
 일산서구,계,85세 이상,4276
 일산서구,계,85 - 89세,3016
 일산서구,계,90 - 94세,1024.5
 일산서구,계,95 - 99세,204
 일산서구,계,100세 이상,31.5
 일산서구,남자,계,145575
 일산서구,남자,0 - 4세,4848.5
 일산서구,남자,5 - 9세,7033.5
 일산서구,남자,10 - 14세,8076
 일산서구,남자,15 - 19세,9620.5
 일산서구,남자,20 - 24세,11321
 일산서구,남자,25 - 29세,10547
 일산서구,남자,30 - 34세,8138.5
 일산서구,남자,35 - 39세,9524
 일산서구,남자,40 - 44세,10540
 일산서구,남자,45 - 49세,14120
 일산서구,남자,50 - 54세,14196.5
 일산서구,남자,55 - 59세,12676.5
 일산서구,남자,60 - 64세,9805
 일산서구,남자,65 - 69세,5081
 일산서구,남자,70 - 74세,3560
 일산서구,남자,75 - 79세,2947
 일산서구,남자,80세 이상,3540
 일산서구,남자,80 - 84세,2172.5
 일산서구,남자,85세 이상,1367.5
 일산서구,남자,85 - 89세,1026.5
 일산서구,남자,90 - 94세,273.5
 일산서구,남자,95 - 99세,59.5
 일산서구,남자,100세 이상,8
 일산서구,여자,계,154392
 일산서구,여자,0 - 4세,4746
 일산서구,여자,5 - 9세,6735.5
 일산서구,여자,10 - 14세,7806.5
 일산서구,여자,15 - 19세,9107.5
 일산서구,여자,20 - 24세,10513.5
 일산서구,여자,25 - 29세,10300.5
 일산서구,여자,30 - 34세,8382.5
 일산서구,여자,35 - 39세,10301.5
 일산서구,여자,40 - 44세,12035.5
 일산서구,여자,45 - 49세,16155
 일산서구,여자,50 - 54세,15154.5
 일산서구,여자,55 - 59세,12806
 일산서구,여자,60 - 64세,9161
 일산서구,여자,65 - 69세,5406.5
 일산서구,여자,70 - 74세,4677.5
 일산서구,여자,75 - 79세,4463.5
 일산서구,여자,80세 이상,6639
 일산서구,여자,80 - 84세,3730.5
 일산서구,여자,85세 이상,2908.5
 일산서구,여자,85 - 89세,1989.5
 일산서구,여자,90 - 94세,751
 일산서구,여자,95 - 99세,144.5
 일산서구,여자,100세 이상,23.5
 과천시,계,계,59890.5
 과천시,계,0 - 4세,2088
 과천시,계,5 - 9세,2748
 과천시,계,10 - 14세,2908
 과천시,계,15 - 19세,3407
 과천시,계,20 - 24세,4135.5
 과천시,계,25 - 29세,4172
 과천시,계,30 - 34세,3896.5
 과천시,계,35 - 39세,4302
 과천시,계,40 - 44세,4077
 과천시,계,45 - 49세,5173.5
 과천시,계,50 - 54세,5406.5
 과천시,계,55 - 59세,5094.5
 과천시,계,60 - 64세,4184.5
 과천시,계,65 - 69세,2631.5
 과천시,계,70 - 74세,1952
 과천시,계,75 - 79세,1566
 과천시,계,80세 이상,2148
 과천시,계,80 - 84세,1151.5
 과천시,계,85세 이상,996.5
 과천시,계,85 - 89세,645.5
 과천시,계,90 - 94세,276
 과천시,계,95 - 99세,66.5
 과천시,계,100세 이상,8.5
 과천시,남자,계,29496
 과천시,남자,0 - 4세,1132
 과천시,남자,5 - 9세,1403.5
 과천시,남자,10 - 14세,1505.5
 과천시,남자,15 - 19세,1765.5
 과천시,남자,20 - 24세,2197.5
 과천시,남자,25 - 29세,2190
 과천시,남자,30 - 34세,1998
 과천시,남자,35 - 39세,2163
 과천시,남자,40 - 44세,1955.5
 과천시,남자,45 - 49세,2471.5
 과천시,남자,50 - 54세,2571.5
 과천시,남자,55 - 59세,2543
 과천시,남자,60 - 64세,2050
 과천시,남자,65 - 69세,1289.5
 과천시,남자,70 - 74세,894
 과천시,남자,75 - 79세,647
 과천시,남자,80세 이상,719
 과천시,남자,80 - 84세,439.5
 과천시,남자,85세 이상,279.5
 과천시,남자,85 - 89세,200
 과천시,남자,90 - 94세,63.5
 과천시,남자,95 - 99세,13
 과천시,남자,100세 이상,3
 과천시,여자,계,30394.5
 과천시,여자,0 - 4세,956
 과천시,여자,5 - 9세,1344.5
 과천시,여자,10 - 14세,1402.5
 과천시,여자,15 - 19세,1641.5
 과천시,여자,20 - 24세,1938
 과천시,여자,25 - 29세,1982
 과천시,여자,30 - 34세,1898.5
 과천시,여자,35 - 39세,2139
 과천시,여자,40 - 44세,2121.5
 과천시,여자,45 - 49세,2702
 과천시,여자,50 - 54세,2835
 과천시,여자,55 - 59세,2551.5
 과천시,여자,60 - 64세,2134.5
 과천시,여자,65 - 69세,1342
 과천시,여자,70 - 74세,1058
 과천시,여자,75 - 79세,919
 과천시,여자,80세 이상,1429
 과천시,여자,80 - 84세,712
 과천시,여자,85세 이상,717
 과천시,여자,85 - 89세,445.5
 과천시,여자,90 - 94세,212.5
 과천시,여자,95 - 99세,53.5
 과천시,여자,100세 이상,5.5
 구리시,계,계,196379
 구리시,계,0 - 4세,6874.5
 구리시,계,5 - 9세,8889
 구리시,계,10 - 14세,8691
 구리시,계,15 - 19세,9893
 구리시,계,20 - 24세,13317.5
 구리시,계,25 - 29세,13948
 구리시,계,30 - 34세,11727
 구리시,계,35 - 39세,15034.5
 구리시,계,40 - 44세,15308
 구리시,계,45 - 49세,17542
 구리시,계,50 - 54세,18021.5
 구리시,계,55 - 59세,17284.5
 구리시,계,60 - 64세,14252.5
 구리시,계,65 - 69세,8933.5
 구리시,계,70 - 74세,6435
 구리시,계,75 - 79세,4974.5
 구리시,계,80세 이상,5253
 구리시,계,80 - 84세,3165.5
 구리시,계,85세 이상,2087.5
 구리시,계,85 - 89세,1473
 구리시,계,90 - 94세,490.5
 구리시,계,95 - 99세,108.5
 구리시,계,100세 이상,15.5
 구리시,남자,계,97413
 구리시,남자,0 - 4세,3551
 구리시,남자,5 - 9세,4594
 구리시,남자,10 - 14세,4534.5
 구리시,남자,15 - 19세,5072.5
 구리시,남자,20 - 24세,6794
 구리시,남자,25 - 29세,7153.5
 구리시,남자,30 - 34세,5892.5
 구리시,남자,35 - 39세,7598.5
 구리시,남자,40 - 44세,7719.5
 구리시,남자,45 - 49세,8599.5
 구리시,남자,50 - 54세,8644.5
 구리시,남자,55 - 59세,8701
 구리시,남자,60 - 64세,7214.5
 구리시,남자,65 - 69세,4414
 구리시,남자,70 - 74세,2952.5
 구리시,남자,75 - 79세,2134
 구리시,남자,80세 이상,1843
 구리시,남자,80 - 84세,1225
 구리시,남자,85세 이상,618
 구리시,남자,85 - 89세,468
 구리시,남자,90 - 94세,122
 구리시,남자,95 - 99세,26
 구리시,남자,100세 이상,2
 구리시,여자,계,98966
 구리시,여자,0 - 4세,3323.5
 구리시,여자,5 - 9세,4295
 구리시,여자,10 - 14세,4156.5
 구리시,여자,15 - 19세,4820.5
 구리시,여자,20 - 24세,6523.5
 구리시,여자,25 - 29세,6794.5
 구리시,여자,30 - 34세,5834.5
 구리시,여자,35 - 39세,7436
 구리시,여자,40 - 44세,7588.5
 구리시,여자,45 - 49세,8942.5
 구리시,여자,50 - 54세,9377
 구리시,여자,55 - 59세,8583.5
 구리시,여자,60 - 64세,7038
 구리시,여자,65 - 69세,4519.5
 구리시,여자,70 - 74세,3482.5
 구리시,여자,75 - 79세,2840.5
 구리시,여자,80세 이상,3410
 구리시,여자,80 - 84세,1940.5
 구리시,여자,85세 이상,1469.5
 구리시,여자,85 - 89세,1005
 구리시,여자,90 - 94세,368.5
 구리시,여자,95 - 99세,82.5
 구리시,여자,100세 이상,13.5
 남양주시,계,계,702634.5
 남양주시,계,0 - 4세,27186.5
 남양주시,계,5 - 9세,39032
 남양주시,계,10 - 14세,38922.5
 남양주시,계,15 - 19세,38447.5
 남양주시,계,20 - 24세,43075
 남양주시,계,25 - 29세,40435.5
 남양주시,계,30 - 34세,36133
 남양주시,계,35 - 39세,54196
 남양주시,계,40 - 44세,61548.5
 남양주시,계,45 - 49세,66968
 남양주시,계,50 - 54세,59855.5
 남양주시,계,55 - 59세,54174.5
 남양주시,계,60 - 64세,46834
 남양주시,계,65 - 69세,32135
 남양주시,계,70 - 74세,24510
 남양주시,계,75 - 79세,19030
 남양주시,계,80세 이상,20151
 남양주시,계,80 - 84세,12088
 남양주시,계,85세 이상,8063
 남양주시,계,85 - 89세,5571.5
 남양주시,계,90 - 94세,1958.5
 남양주시,계,95 - 99세,450.5
 남양주시,계,100세 이상,82.5
 남양주시,남자,계,349883
 남양주시,남자,0 - 4세,14034
 남양주시,남자,5 - 9세,20003
 남양주시,남자,10 - 14세,19994.5
 남양주시,남자,15 - 19세,19815
 남양주시,남자,20 - 24세,22448.5
 남양주시,남자,25 - 29세,21056.5
 남양주시,남자,30 - 34세,17973.5
 남양주시,남자,35 - 39세,26409
 남양주시,남자,40 - 44세,30462.5
 남양주시,남자,45 - 49세,34190.5
 남양주시,남자,50 - 54세,30375.5
 남양주시,남자,55 - 59세,27740
 남양주시,남자,60 - 64세,23103.5
 남양주시,남자,65 - 69세,15300
 남양주시,남자,70 - 74세,11420
 남양주시,남자,75 - 79세,8448
 남양주시,남자,80세 이상,7109
 남양주시,남자,80 - 84세,4802
 남양주시,남자,85세 이상,2307
 남양주시,남자,85 - 89세,1749.5
 남양주시,남자,90 - 94세,443
 남양주시,남자,95 - 99세,97
 남양주시,남자,100세 이상,17.5
 남양주시,여자,계,352751.5
 남양주시,여자,0 - 4세,13152.5
 남양주시,여자,5 - 9세,19029
 남양주시,여자,10 - 14세,18928
 남양주시,여자,15 - 19세,18632.5
 남양주시,여자,20 - 24세,20626.5
 남양주시,여자,25 - 29세,19379
 남양주시,여자,30 - 34세,18159.5
 남양주시,여자,35 - 39세,27787
 남양주시,여자,40 - 44세,31086
 남양주시,여자,45 - 49세,32777.5
 남양주시,여자,50 - 54세,29480
 남양주시,여자,55 - 59세,26434.5
 남양주시,여자,60 - 64세,23730.5
 남양주시,여자,65 - 69세,16835
 남양주시,여자,70 - 74세,13090
 남양주시,여자,75 - 79세,10582
 남양주시,여자,80세 이상,13042
 남양주시,여자,80 - 84세,7286
 남양주시,여자,85세 이상,5756
 남양주시,여자,85 - 89세,3822
 남양주시,여자,90 - 94세,1515.5
 남양주시,여자,95 - 99세,353.5
 남양주시,여자,100세 이상,65
 오산시,계,계,226810
 오산시,계,0 - 4세,10455.5
 오산시,계,5 - 9세,14059
 오산시,계,10 - 14세,12865
 오산시,계,15 - 19세,12036
 오산시,계,20 - 24세,14074
 오산시,계,25 - 29세,16684.5
 오산시,계,30 - 34세,16683.5
 오산시,계,35 - 39세,22633.5
 오산시,계,40 - 44세,21716
 오산시,계,45 - 49세,20620
 오산시,계,50 - 54세,17613
 오산시,계,55 - 59세,14850.5
 오산시,계,60 - 64세,11575
 오산시,계,65 - 69세,7216.5
 오산시,계,70 - 74세,5304.5
 오산시,계,75 - 79세,4164.5
 오산시,계,80세 이상,4259
 오산시,계,80 - 84세,2637.5
 오산시,계,85세 이상,1621.5
 오산시,계,85 - 89세,1158.5
 오산시,계,90 - 94세,371
 오산시,계,95 - 99세,76
 오산시,계,100세 이상,16
 오산시,남자,계,117138
 오산시,남자,0 - 4세,5338
 오산시,남자,5 - 9세,7176.5
 오산시,남자,10 - 14세,6586
 오산시,남자,15 - 19세,6161.5
 오산시,남자,20 - 24세,7305
 오산시,남자,25 - 29세,9287
 오산시,남자,30 - 34세,9039.5
 오산시,남자,35 - 39세,12069.5
 오산시,남자,40 - 44세,11589
 오산시,남자,45 - 49세,10829.5
 오산시,남자,50 - 54세,9181.5
 오산시,남자,55 - 59세,7672
 오산시,남자,60 - 64세,5759.5
 오산시,남자,65 - 69세,3495.5
 오산시,남자,70 - 74세,2452.5
 오산시,남자,75 - 79세,1725.5
 오산시,남자,80세 이상,1470
 오산시,남자,80 - 84세,1003.5
 오산시,남자,85세 이상,466.5
 오산시,남자,85 - 89세,375.5
 오산시,남자,90 - 94세,70
 오산시,남자,95 - 99세,16.5
 오산시,남자,100세 이상,4.5
 오산시,여자,계,109672
 오산시,여자,0 - 4세,5117.5
 오산시,여자,5 - 9세,6882.5
 오산시,여자,10 - 14세,6279
 오산시,여자,15 - 19세,5874.5
 오산시,여자,20 - 24세,6769
 오산시,여자,25 - 29세,7397.5
 오산시,여자,30 - 34세,7644
 오산시,여자,35 - 39세,10564
 오산시,여자,40 - 44세,10127
 오산시,여자,45 - 49세,9790.5
 오산시,여자,50 - 54세,8431.5
 오산시,여자,55 - 59세,7178.5
 오산시,여자,60 - 64세,5815.5
 오산시,여자,65 - 69세,3721
 오산시,여자,70 - 74세,2852
 오산시,여자,75 - 79세,2439
 오산시,여자,80세 이상,2789
 오산시,여자,80 - 84세,1634
 오산시,여자,85세 이상,1155
 오산시,여자,85 - 89세,783
 오산시,여자,90 - 94세,301
 오산시,여자,95 - 99세,59.5
 오산시,여자,100세 이상,11.5
 시흥시,계,계,483807
 시흥시,계,0 - 4세,21517.5
 시흥시,계,5 - 9세,26029.5
 시흥시,계,10 - 14세,24535.5
 시흥시,계,15 - 19세,25443.5
 시흥시,계,20 - 24세,32720.5
 시흥시,계,25 - 29세,34839.5
 시흥시,계,30 - 34세,32596.5
 시흥시,계,35 - 39세,42535.5
 시흥시,계,40 - 44세,42395
 시흥시,계,45 - 49세,45214
 시흥시,계,50 - 54세,45050
 시흥시,계,55 - 59세,39284
 시흥시,계,60 - 64세,27987.5
 시흥시,계,65 - 69세,15321
 시흥시,계,70 - 74세,10482
 시흥시,계,75 - 79세,8163
 시흥시,계,80세 이상,9692.5
 시흥시,계,80 - 84세,5717.5
 시흥시,계,85세 이상,3975
 시흥시,계,85 - 89세,2726
 시흥시,계,90 - 94세,999
 시흥시,계,95 - 99세,213.5
 시흥시,계,100세 이상,36.5
 시흥시,남자,계,252575.5
 시흥시,남자,0 - 4세,10884
 시흥시,남자,5 - 9세,13381
 시흥시,남자,10 - 14세,12424.5
 시흥시,남자,15 - 19세,13303.5
 시흥시,남자,20 - 24세,17437.5
 시흥시,남자,25 - 29세,19238.5
 시흥시,남자,30 - 34세,17529.5
 시흥시,남자,35 - 39세,22666.5
 시흥시,남자,40 - 44세,22987
 시흥시,남자,45 - 49세,23873.5
 시흥시,남자,50 - 54세,23310.5
 시흥시,남자,55 - 59세,21277
 시흥시,남자,60 - 64세,15018.5
 시흥시,남자,65 - 69세,7904.5
 시흥시,남자,70 - 74세,4973
 시흥시,남자,75 - 79세,3402.5
 시흥시,남자,80세 이상,2964
 시흥시,남자,80 - 84세,1974
 시흥시,남자,85세 이상,990
 시흥시,남자,85 - 89세,743.5
 시흥시,남자,90 - 94세,195
 시흥시,남자,95 - 99세,45.5
 시흥시,남자,100세 이상,6
 시흥시,여자,계,231231.5
 시흥시,여자,0 - 4세,10633.5
 시흥시,여자,5 - 9세,12648.5
 시흥시,여자,10 - 14세,12111
 시흥시,여자,15 - 19세,12140
 시흥시,여자,20 - 24세,15283
 시흥시,여자,25 - 29세,15601
 시흥시,여자,30 - 34세,15067
 시흥시,여자,35 - 39세,19869
 시흥시,여자,40 - 44세,19408
 시흥시,여자,45 - 49세,21340.5
 시흥시,여자,50 - 54세,21739.5
 시흥시,여자,55 - 59세,18007
 시흥시,여자,60 - 64세,12969
 시흥시,여자,65 - 69세,7416.5
 시흥시,여자,70 - 74세,5509
 시흥시,여자,75 - 79세,4760.5
 시흥시,여자,80세 이상,6728.5
 시흥시,여자,80 - 84세,3743.5
 시흥시,여자,85세 이상,2985
 시흥시,여자,85 - 89세,1982.5
 시흥시,여자,90 - 94세,804
 시흥시,여자,95 - 99세,168
 시흥시,여자,100세 이상,30.5
 군포시,계,계,272796
 군포시,계,0 - 4세,9513
 군포시,계,5 - 9세,12089
 군포시,계,10 - 14세,12687.5
 군포시,계,15 - 19세,14612.5
 군포시,계,20 - 24세,17931
 군포시,계,25 - 29세,20125.5
 군포시,계,30 - 34세,18384
 군포시,계,35 - 39세,20447.5
 군포시,계,40 - 44세,20441
 군포시,계,45 - 49세,24314.5
 군포시,계,50 - 54세,24092.5
 군포시,계,55 - 59세,23655
 군포시,계,60 - 64세,19859
 군포시,계,65 - 69세,11566.5
 군포시,계,70 - 74세,8206
 군포시,계,75 - 79세,6475.5
 군포시,계,80세 이상,8396
 군포시,계,80 - 84세,4698.5
 군포시,계,85세 이상,3697.5
 군포시,계,85 - 89세,2558
 군포시,계,90 - 94세,910
 군포시,계,95 - 99세,197.5
 군포시,계,100세 이상,32
 군포시,남자,계,135268
 군포시,남자,0 - 4세,4858
 군포시,남자,5 - 9세,6221
 군포시,남자,10 - 14세,6554.5
 군포시,남자,15 - 19세,7497
 군포시,남자,20 - 24세,9333
 군포시,남자,25 - 29세,10536
 군포시,남자,30 - 34세,9553.5
 군포시,남자,35 - 39세,10518.5
 군포시,남자,40 - 44세,10143
 군포시,남자,45 - 49세,11840
 군포시,남자,50 - 54세,11744
 군포시,남자,55 - 59세,11539.5
 군포시,남자,60 - 64세,9803
 군포시,남자,65 - 69세,5728.5
 군포시,남자,70 - 74세,3827
 군포시,남자,75 - 79세,2706.5
 군포시,남자,80세 이상,2865
 군포시,남자,80 - 84세,1718.5
 군포시,남자,85세 이상,1146.5
 군포시,남자,85 - 89세,843
 군포시,남자,90 - 94세,249.5
 군포시,남자,95 - 99세,46.5
 군포시,남자,100세 이상,7.5
 군포시,여자,계,137528
 군포시,여자,0 - 4세,4655
 군포시,여자,5 - 9세,5868
 군포시,여자,10 - 14세,6133
 군포시,여자,15 - 19세,7115.5
 군포시,여자,20 - 24세,8598
 군포시,여자,25 - 29세,9589.5
 군포시,여자,30 - 34세,8830.5
 군포시,여자,35 - 39세,9929
 군포시,여자,40 - 44세,10298
 군포시,여자,45 - 49세,12474.5
 군포시,여자,50 - 54세,12348.5
 군포시,여자,55 - 59세,12115.5
 군포시,여자,60 - 64세,10056
 군포시,여자,65 - 69세,5838
 군포시,여자,70 - 74세,4379
 군포시,여자,75 - 79세,3769
 군포시,여자,80세 이상,5531
 군포시,여자,80 - 84세,2980
 군포시,여자,85세 이상,2551
 군포시,여자,85 - 89세,1715
 군포시,여자,90 - 94세,660.5
 군포시,여자,95 - 99세,151
 군포시,여자,100세 이상,24.5
 의왕시,계,계,161142
 의왕시,계,0 - 4세,5949.5
 의왕시,계,5 - 9세,7173.5
 의왕시,계,10 - 14세,6837
 의왕시,계,15 - 19세,7998.5
 의왕시,계,20 - 24세,11161.5
 의왕시,계,25 - 29세,11873
 의왕시,계,30 - 34세,10449
 의왕시,계,35 - 39세,11904.5
 의왕시,계,40 - 44세,11229.5
 의왕시,계,45 - 49세,13306.5
 의왕시,계,50 - 54세,14440
 의왕시,계,55 - 59세,14780.5
 의왕시,계,60 - 64세,12780
 의왕시,계,65 - 69세,7569.5
 의왕시,계,70 - 74세,5106
 의왕시,계,75 - 79세,3781
 의왕시,계,80세 이상,4802.5
 의왕시,계,80 - 84세,2657
 의왕시,계,85세 이상,2145.5
 의왕시,계,85 - 89세,1459
 의왕시,계,90 - 94세,544
 의왕시,계,95 - 99세,127
 의왕시,계,100세 이상,15.5
 의왕시,남자,계,80250.5
 의왕시,남자,0 - 4세,3123.5
 의왕시,남자,5 - 9세,3679.5
 의왕시,남자,10 - 14세,3532
 의왕시,남자,15 - 19세,4107
 의왕시,남자,20 - 24세,5781
 의왕시,남자,25 - 29세,6380.5
 의왕시,남자,30 - 34세,5406.5
 의왕시,남자,35 - 39세,6094.5
 의왕시,남자,40 - 44세,5713.5
 의왕시,남자,45 - 49세,6390
 의왕시,남자,50 - 54세,6942
 의왕시,남자,55 - 59세,7164
 의왕시,남자,60 - 64세,6368.5
 의왕시,남자,65 - 69세,3866.5
 의왕시,남자,70 - 74세,2473.5
 의왕시,남자,75 - 79세,1665.5
 의왕시,남자,80세 이상,1562.5
 의왕시,남자,80 - 84세,988
 의왕시,남자,85세 이상,574.5
 의왕시,남자,85 - 89세,419
 의왕시,남자,90 - 94세,127
 의왕시,남자,95 - 99세,26.5
 의왕시,남자,100세 이상,2
 의왕시,여자,계,80891.5
 의왕시,여자,0 - 4세,2826
 의왕시,여자,5 - 9세,3494
 의왕시,여자,10 - 14세,3305
 의왕시,여자,15 - 19세,3891.5
 의왕시,여자,20 - 24세,5380.5
 의왕시,여자,25 - 29세,5492.5
 의왕시,여자,30 - 34세,5042.5
 의왕시,여자,35 - 39세,5810
 의왕시,여자,40 - 44세,5516
 의왕시,여자,45 - 49세,6916.5
 의왕시,여자,50 - 54세,7498
 의왕시,여자,55 - 59세,7616.5
 의왕시,여자,60 - 64세,6411.5
 의왕시,여자,65 - 69세,3703
 의왕시,여자,70 - 74세,2632.5
 의왕시,여자,75 - 79세,2115.5
 의왕시,여자,80세 이상,3240
 의왕시,여자,80 - 84세,1669
 의왕시,여자,85세 이상,1571
 의왕시,여자,85 - 89세,1040
 의왕시,여자,90 - 94세,417
 의왕시,여자,95 - 99세,100.5
 의왕시,여자,100세 이상,13.5
 하남시,계,계,280941
 하남시,계,0 - 4세,13469.5
 하남시,계,5 - 9세,16431.5
 하남시,계,10 - 14세,12988
 하남시,계,15 - 19세,11355.5
 하남시,계,20 - 24세,14904
 하남시,계,25 - 29세,19287
 하남시,계,30 - 34세,20514.5
 하남시,계,35 - 39세,27699.5
 하남시,계,40 - 44세,25923
 하남시,계,45 - 49세,22980
 하남시,계,50 - 54세,20256
 하남시,계,55 - 59세,20499
 하남시,계,60 - 64세,19558
